AFFAIRE;POINT;PRESTATION;PRS_OPTION;FOURNISSEUR;STATUT;ETAT_EXTERNE;ETAT_INTERNE;DATE_DEMANDE;DATE_EFFET;MOD_RDV;MEDIA;REGION;TERRITOIRE;SGEL;GINKO;STR_TAR_ST_FORTARACH
A04RL4BI;14680897181117;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Iroise (146);O;O;BTINFMU4
A04RL4SM;22418234299620;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;20/02/2020;;EAI;M8 - Ile de France;M100 - Saint-Mande (224);O;O;BTINFCU4
A04RLDE7;09141244530807;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Sarthe (091);O;O;BTINFMU4
A04RLGSC;06479884201969;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Franche-Comte Nord (064);O;O;BTINFMU4
A04RLJ7W;25881620812197;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Avignon Grand Delta (258);O;O;BTINFCU4
A04RLMS0;09500723531781;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Loiret (095);O;O;BTINFMU4
A04RLMH9;25299999878155;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;18/02/2020;;EAI;M8 - Méditerranée;M100 - Provence (252);O;O;BTINFCU4
A04RLQD3;07295658420742;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Aurore (072);O;O;BTINFCU4
A04RLQHN;02117076628837;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;19/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Normandie Rouen (021);O;O;BTINFCU4
A04RLQ3B;05283502163744;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Nancy Lorraine (051);O;O;BTINFCU4
A04RLWNQ;09574819045408;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Loiret (095);O;O;BTINFMU4
A04RLWVC;09521997013235;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;19/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Loiret (095);O;O;BTINFCU4
A04RLXZ5;21272937657698;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Oise (016);O;O;BTINFMU4
A04RM0GJ;07409696048220;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFMU4
A04RLZW0;17788856694787;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Cher en Berry (177);O;O;BTINFCU4
A04RLZLD;07524312553938;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RM1WS;07291895730008;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RM1KD;21582778567084;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Asnieres (215);O;O;BTINFMU4
A04RM5E2;14551808947114;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Cotes d'Armor (145);O;O;BTINFMU4
A04RM4X5;07418234436110;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RM7FA;05599710516180;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Metz Lorraine (055);O;O;BTINFMU4
A04RM8NY;21253400754633;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Oise (016);O;O;BTINFMU4
A04RMAFB;21494355914868;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Nanterre (214);O;O;BTINFCU4
A04RMA6Y;07124457255582;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris pyramide (071);O;O;BTINFMU4
A04RMANJ;07407525247905;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFMU4
A04RMB4L;14436324148992;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Ille-et-Vilaine (144);O;O;BTINFMU4
A04RMB5L;05470043400759;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Vosges (054);O;O;BTINFCU4
A04RMBNM;22412879743004;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Saint-Mande (224);O;O;BTINFMU4
A04RME2U;07467727862253;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RMEPM;07443415316407;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RMFM7;21211143245128;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Cergy (212);O;O;BTINFMU4
A04RMG0H;07538060727806;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RMFMJ;25860491981183;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Avignon Grand Delta (258);O;O;BTINFMU4
A04RMFP4;07452677229530;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RMFP8;16245441378601;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;17/02/2020;;EAI;M8 - Sud Ouest;M100 - Perigord (162);O;O;BTINFMU4
A04RMH6B;07470043398709;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RMJPE;24362807411645;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Montpellier Herault (243);O;O;BTINFMU4
A04RMJTX;01340810411872;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Douai (013);O;O;BTINFCU4
A04RMMLL;21127496332933;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Versailles (211);O;O;BTINFMU4
A04RMRAN;21426772693665;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Nanterre (214);O;O;BTINFCU4
A04RMRIV;14201012984059;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Nantes Atlantique (142);O;O;BTINFCU4
A04RMQDD;07497829226258;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RMR4T;14242257557060;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Nantes Atlantique (142);O;O;BTINFCU4
A04RMSEJ;07414182258440;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RMU80;07484370460998;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RMU9W;14844138906486;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Morbihan (148);O;O;BTINFCU4
A04RMY85;07416787258804;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RMZ3Y;21495658356388;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Ile de France;M100 - Nanterre (214);O;O;BTINFCU4
A04RN0D7;07326338619620;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFMU4
A04RN2U7;01644717715381;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Pays de Somme (016);O;O;BTINFCU4
A04RN2ZI;21522865395530;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Asnieres (215);O;O;BTINFMU4
A04RN499;04159189535709;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Pays de l'Aisne (041);O;O;BTINFMU4
A04RN7GZ;16214616476596;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Perigord (162);O;O;BTINFMU4
A04RN796;24260347316545;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Pyrenees Roussillon (242);O;O;BTINFCU4
A04RN8NJ;06505788657480;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Franche-Comte Sud (065);O;O;BTINFMU4
A04RN8PQ;15499999962199;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Vienne et Sevres (154);O;O;BTINFCU4
A04RN9BU;07449059264850;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RNAFW;07530101203233;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFCU4
A04RNBCU;16572503555233;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;10/03/2020;;EAI;M8 - Sud Ouest;M100 - Bearn Bigorre (165);O;O;BTINFCU4
A04RNCKS;23126917431570;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Grand Toulouse (231);O;O;BTINFMU4
A04RNDBP;06331403672061;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Alsace (063);O;O;BTINFMU4
A04RNFEG;19850651156201;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Loire (198);O;O;BTINFMU4
A04RNH14;07353111384390;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFCU4
A04RNGWF;12567583199283;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Nievre (125);O;O;BTINFCU4
A04RNG5I;14788567264157;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Cornouaille (147);O;O;BTINFMU4
A04RNI14;16161649745552;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Sud Ouest;M100 - Gironde (161);O;O;BTINFMU4
A04RNHPK;14463096958154;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Ouest;M100 - Ille-et-Vilaine (144);O;O;BTINFMU4
A04RNIJS;07307814748411;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFMU4
A04RNIZA;09784804597919;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Touraine (097);O;O;BTINFCU4
A04RNJYA;06549782910640;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Franche-Comte Sud (065);O;O;BTINFCU4
A04RNJBS;01468596130074;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Arras (014);O;O;BTINFMU4
A04RNKJM;21440520952296;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Nanterre (214);O;O;BTINFMU4
A04RNKP7;14285383461405;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Nantes Atlantique (142);O;O;BTINFMU4
A04RNKZI;01672648252609;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Oise (016);O;O;BTINFMU4
A04RNM5Z;09403328494801;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Chartres Eure-et-Loir (094);O;O;BTINFCU4
A04RNM5X;09402749623688;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Chartres Eure-et-Loir (094);O;O;BTINFMU4
A04RNNGQ;16135311102186;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Sud Ouest;M100 - Gironde (161);O;O;BTINFCU4
A04RNPNG;02211287933694;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Normandie Eure (022);O;O;BTINFMU4
A04RNNYR;16425036176437;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Sud Ouest;M100 - Sud-Aquitaine (164);O;O;BTINFCU4
A04RNP38;02481910169607;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Calvados (024);O;O;BTINFMU4
A04RNT5Q;19847177987085;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Loire (198);O;O;BTINFMU4
A04RNXA7;07167438467889;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Ile de France;M100 - Paris pyramide (071);O;O;BTINFCU4
A04RNYL0;07249493419459;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Ile de France;M100 - Paris Aurore (072);O;O;BTINFMU4
A04RNYLD;07251230033089;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Ile de France;M100 - Paris Aurore (072);O;O;BTINFCU4
A04RNYQG;21435166290907;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Ile de France;M100 - Nanterre (214);O;O;BTINFMU4
